age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
50,4,180974,15,10,0,8,4,4,0,0,0,42,17,1
42,4,124692,11,9,2,6,0,4,1,0,0,40,39,1
22,0,218154,15,10,4,0,3,1,1,0,0,21,32,1
35,4,134123,9,13,2,12,0,4,1,0,0,42,39,0
20,4,253601,11,9,4,12,3,4,0,0,0,36,39,1
40,4,182151,11,9,2,3,0,4,1,0,2000,62,39,0
33,4,173730,8,11,2,7,0,4,1,0,0,40,39,1
27,4,399472,9,13,4,12,3,4,0,0,0,40,39,1
38,4,175038,11,9,5,4,1,4,1,14444,0,43,39,0
36,4,132312,9,13,4,12,3,4,1,0,0,51,39,1
47,4,207190,11,9,0,12,4,4,0,0,0,43,39,1
19,4,111451,1,7,4,6,3,4,1,0,0,41,37,1
36,2,543101,11,9,5,1,4,2,0,0,0,40,39,1
26,4,211154,11,9,4,12,1,4,0,2442,0,49,39,1
55,4,139328,15,10,4,3,3,4,1,0,0,28,39,1
53,6,61483,11,9,2,12,0,4,1,0,0,51,39,0
28,4,177943,4,3,4,9,2,4,0,2176,0,40,12,1
26,4,403755,11,9,4,6,1,2,1,0,0,35,39,1
58,4,148573,9,13,2,10,0,4,1,0,0,45,39,1
39,4,202920,7,12,2,1,5,4,0,0,0,41,39,0
32,4,198231,9,13,4,12,1,4,0,0,0,46,39,1
64,5,74258,11,9,6,4,1,4,1,0,0,83,39,0
57,4,178252,11,9,2,12,0,4,1,7356,0,62,39,0
40,4,88159,12,14,4,10,1,1,0,0,0,40,15,1
53,4,255824,1,7,2,14,0,2,1,0,2000,41,39,1
40,4,164880,11,9,2,7,0,4,1,0,0,42,39,0
20,4,143062,11,9,4,7,3,4,1,0,0,40,33,1
43,4,133963,9,13,0,10,1,4,0,0,0,46,39,0
22,4,39610,15,10,4,10,1,4,1,0,0,43,39,1
27,4,255481,1,7,2,12,0,4,1,0,0,44,39,1
29,4,111376,11,9,4,6,1,4,1,0,0,40,39,1
35,4,87556,12,14,4,10,1,4,1,0,0,43,39,0
31,4,196396,15,10,2,3,0,4,1,502,0,45,39,0
54,2,115041,15,10,2,7,0,4,1,0,0,40,39,1
36,4,114988,11,9,4,8,1,4,0,0,0,40,39,1
40,4,309311,11,9,2,7,0,4,1,0,0,40,39,1
50,7,139191,12,14,0,10,1,4,1,0,0,63,39,0
35,4,72887,9,13,2,10,0,1,1,0,0,44,39,0
23,4,307413,15,10,4,11,3,4,1,0,0,35,31,1
23,4,140001,15,10,4,6,2,4,1,0,0,37,27,1
45,4,204038,11,9,4,3,1,4,1,0,0,44,39,1
40,4,127350,9,13,2,13,0,4,1,0,0,47,26,0
50,2,133963,9,13,4,10,3,4,0,0,0,40,39,0
41,4,282991,9,13,2,4,0,4,1,0,0,62,39,1
25,4,22540,9,13,4,14,3,4,1,0,0,59,39,1
24,7,311514,15,10,2,8,0,2,1,0,0,19,36,1
32,4,223405,11,9,4,7,1,4,1,0,0,40,39,1
39,4,125874,11,9,3,3,1,4,1,0,0,40,35,1
21,0,278130,11,9,4,0,3,4,1,0,0,40,39,1
27,4,238861,8,11,4,3,1,4,1,0,0,40,39,1
45,4,217814,11,9,2,8,5,4,0,0,0,37,31,1
26,7,342942,11,9,4,1,3,4,1,0,0,40,39,1
23,7,96862,15,10,4,1,3,4,0,0,0,52,39,1
32,4,296280,9,13,2,12,0,4,1,0,0,40,39,1
37,4,207892,0,6,2,1,5,4,0,0,0,35,39,1
22,4,378183,15,10,2,4,0,4,1,0,2000,43,39,1
47,4,191401,11,9,0,12,1,4,0,0,0,34,39,1
59,4,109339,9,13,2,4,0,4,1,15024,0,41,39,0
24,4,157309,11,9,4,1,1,4,0,0,0,36,39,1
30,4,367710,15,10,4,1,3,2,1,0,0,40,38,1
47,6,80914,12,14,0,4,1,4,1,0,0,33,39,1
65,4,84107,15,10,6,12,1,1,0,2275,0,38,39,1
41,4,280100,12,14,2,4,0,4,1,0,0,45,33,0
30,4,143458,11,9,4,7,3,4,1,0,0,26,39,1
40,4,230448,9,13,2,10,0,4,1,5013,0,45,39,1
52,4,235307,9,13,2,10,0,4,1,0,0,40,39,0
70,6,33217,12,14,2,10,0,4,1,0,0,32,7,0
37,4,353513,12,14,2,4,0,4,1,15024,0,60,39,0
36,4,293518,8,11,4,13,1,4,0,0,0,10,39,1
18,4,99168,0,6,4,8,3,4,1,0,0,10,39,1
38,4,70654,15,10,2,12,0,4,1,4303,0,47,39,1
33,4,252378,4,3,2,8,0,4,1,0,0,35,31,1
44,4,99469,11,9,0,8,1,4,0,0,0,39,39,1
41,4,198357,9,13,4,12,2,4,0,0,0,27,39,1
25,4,249954,9,13,4,1,1,4,0,0,0,43,39,1
30,4,180551,11,9,2,1,5,4,0,0,0,40,39,0
22,4,229464,11,9,4,1,3,2,0,0,0,36,36,1
36,4,169542,11,9,0,7,4,4,0,0,0,38,39,1
17,4,171081,1,7,4,8,3,4,1,0,0,12,39,1
46,4,131290,12,14,2,10,0,4,1,0,0,44,39,0
54,6,166368,9,13,4,4,1,4,1,0,0,29,39,1
52,4,94392,11,9,2,1,0,4,1,0,0,40,39,1
46,4,182143,9,13,4,4,1,4,0,0,0,35,39,1
58,4,195835,15,10,3,1,1,4,1,0,0,40,39,1
41,4,205351,6,5,2,7,0,4,1,0,0,40,39,1
36,4,186881,9,13,2,10,0,4,1,0,0,44,39,1
58,4,21733,11,9,6,8,1,4,0,0,0,22,39,1
30,4,279095,12,14,2,4,0,4,1,0,2000,67,36,0
20,0,39788,15,10,4,0,3,4,1,0,0,40,39,1
53,6,243467,11,9,2,8,0,2,1,0,0,24,39,1
50,4,105454,9,13,4,9,1,4,1,0,0,27,39,1
36,4,173733,11,9,2,12,0,4,1,0,0,49,39,1
57,0,111724,15,10,2,0,0,4,1,0,0,25,39,1
22,4,188080,11,9,4,7,3,2,0,0,0,40,39,1
31,1,72488,15,10,4,1,1,2,0,0,0,67,39,1
36,7,176667,11,9,2,1,5,4,0,0,0,40,39,1
37,4,208877,11,9,2,3,0,4,1,0,0,46,39,0
46,4,149339,7,12,3,3,1,4,1,0,0,56,39,1
33,4,184320,8,11,4,14,3,4,1,0,2000,57,39,1
34,7,173281,12,14,4,10,1,2,0,0,0,37,39,1
27,4,152408,9,13,4,10,4,4,0,14026,0,50,39,0
24,0,238086,15,10,4,0,3,4,1,0,0,31,36,1
24,4,320372,11,9,4,4,1,4,1,0,0,40,39,1
37,4,166416,11,9,2,6,0,4,1,0,0,40,39,1
39,4,220550,14,15,2,10,0,4,1,0,0,53,39,0
29,4,263961,9,13,4,1,1,4,1,0,0,40,39,1
38,4,179566,11,9,4,10,1,4,1,0,0,40,39,1
34,1,219247,11,9,0,1,4,4,0,0,0,26,28,1
26,4,389856,11,9,2,14,0,4,1,0,0,40,31,1
38,4,280036,11,9,4,3,3,4,1,0,0,40,39,1
51,7,312321,9,13,2,10,0,4,1,0,0,44,39,0
37,4,55875,9,13,2,10,0,4,1,0,0,54,39,0
41,5,95635,15,10,0,3,4,4,0,0,0,42,17,1
59,4,95798,15,10,2,13,0,4,1,0,0,32,39,1
33,4,93215,7,12,2,7,0,4,1,0,0,58,39,1
50,4,240989,3,2,2,5,2,4,1,0,0,40,26,1
26,4,136284,9,13,4,1,3,2,0,0,0,40,39,1
53,7,322791,8,11,2,11,0,4,1,0,0,40,34,0
37,4,203828,6,5,2,14,0,4,1,0,0,54,32,1
19,1,169016,2,8,4,1,3,2,1,0,0,31,39,1
32,4,112367,15,10,4,8,1,4,1,0,0,33,39,1
27,4,269680,15,10,4,12,1,4,0,0,0,30,39,1
36,4,94095,15,10,0,4,1,4,1,0,0,35,39,1
35,6,216129,2,8,4,8,1,2,0,0,0,42,34,1
24,4,110098,1,7,4,12,3,4,0,0,0,24,39,1
22,4,80619,0,6,4,6,3,4,1,0,0,31,39,1
38,4,231037,4,3,2,12,0,4,1,0,0,40,27,1
44,4,443449,9,13,2,14,0,4,1,0,0,53,19,0
53,5,80960,11,9,2,12,0,4,1,0,0,36,39,1
51,4,26712,15,10,2,3,0,4,1,0,0,44,39,1
43,1,308111,15,10,5,4,4,4,0,0,0,50,39,1
47,4,106321,15,10,2,3,0,4,1,0,0,40,39,1
45,1,81489,15,10,2,1,0,4,1,0,0,41,33,0
53,4,89722,12,14,4,10,1,4,1,0,0,81,39,1
38,7,239409,11,9,2,11,0,4,1,0,0,50,39,1
26,4,343078,15,10,4,12,3,4,0,0,0,37,39,1
41,4,106703,11,9,2,12,0,4,1,0,0,55,39,1
32,4,176560,8,11,2,10,3,4,0,7407,0,27,39,0
53,4,192612,14,15,0,10,1,4,0,0,0,31,39,0
35,4,143075,12,14,2,4,0,1,1,7298,0,40,37,0
30,0,159198,15,10,2,0,5,4,0,0,0,23,39,1
46,4,115816,7,12,5,1,4,4,0,0,0,56,39,1
58,4,64719,15,10,0,8,1,1,0,0,0,21,39,1
28,4,163099,7,12,4,12,3,4,1,0,0,29,39,1
34,4,276212,10,16,2,10,0,4,1,0,0,39,39,1
24,4,189498,8,11,2,7,3,4,0,0,0,33,39,1
43,4,200562,15,10,2,12,0,4,1,0,0,42,39,1
44,4,324657,9,13,4,10,1,4,1,0,0,39,39,1
47,4,50173,11,9,0,8,1,4,0,0,0,32,39,1
50,6,43648,10,16,4,10,1,4,1,99999,0,61,39,0
42,4,100565,0,6,0,3,1,0,1,0,0,41,39,1
56,6,114752,15,10,2,3,0,4,1,0,0,23,39,0
37,4,257970,11,9,2,12,0,4,1,0,0,42,39,1
20,4,190952,15,10,4,4,1,4,0,0,0,28,39,1
35,4,206081,15,10,2,14,0,4,1,0,0,40,39,1
27,4,240810,15,10,4,1,1,4,0,0,0,56,39,1
40,4,175674,9,13,2,12,0,4,1,0,0,47,39,0
32,4,111553,11,9,4,3,3,4,1,0,0,47,39,1
32,4,109915,8,11,0,13,4,4,0,0,0,41,39,1
18,4,34939,0,6,4,8,3,4,0,0,0,15,39,1
39,4,183265,15,10,2,3,0,4,1,0,0,43,39,1
70,4,74144,6,5,2,4,5,1,0,0,0,48,39,0
27,4,447501,4,3,4,7,2,4,1,0,0,38,28,1
42,4,211524,15,10,2,4,0,4,1,0,0,48,39,1
32,4,46739,9,13,4,1,1,4,0,0,0,40,39,1
31,4,123763,11,9,4,8,1,4,1,0,0,62,39,1
25,4,176991,11,9,4,1,3,4,0,0,0,39,39,1
24,4,196945,11,9,4,12,3,4,1,0,0,40,39,1
51,5,52804,9,13,2,3,0,4,1,0,0,51,39,1
47,6,114772,9,13,4,3,1,4,1,3828,0,45,39,1
21,4,344278,1,7,5,8,3,4,0,0,0,35,39,1
49,2,78900,12,14,6,10,4,4,0,0,0,19,39,1
32,4,37646,15,10,2,10,0,4,1,20,0,45,39,1
36,4,209215,11,9,2,7,0,2,1,0,0,40,3,1
45,4,324984,12,14,2,13,0,4,1,0,2000,44,16,0
62,4,160144,14,15,2,10,0,4,1,0,0,31,39,0
41,2,225612,15,10,2,10,0,4,1,0,0,41,39,1
33,2,144932,11,9,2,11,0,4,1,0,0,40,35,1
58,6,298079,9,13,2,4,0,4,1,0,0,34,39,1
51,6,312504,11,9,2,4,0,4,1,0,2000,42,39,0
37,4,48832,11,9,2,5,0,4,1,0,0,37,39,1
37,4,160738,11,9,2,7,0,4,1,0,0,56,39,1
53,4,85423,11,9,2,14,0,4,1,0,0,47,39,0
19,4,37316,15,10,4,1,3,4,1,0,0,50,39,1
29,2,230962,12,14,4,10,1,4,0,4762,0,39,39,1
35,4,30916,11,9,2,3,0,4,1,0,0,55,39,1
43,4,228560,15,10,2,3,0,4,1,0,0,42,9,1
31,4,226010,9,13,4,10,1,2,1,0,0,40,39,1
28,4,173639,15,10,4,1,3,4,0,0,0,48,39,1
55,4,99116,11,9,2,1,5,4,0,0,0,40,39,1
51,4,189919,15,10,2,14,0,4,1,0,0,79,39,1
54,2,88808,5,4,4,8,4,2,0,0,0,40,25,1
31,6,32295,11,9,4,5,4,4,1,0,0,47,39,1
61,0,281885,1,7,2,0,0,4,1,0,0,14,29,1
60,4,96099,15,10,2,12,0,4,1,0,0,40,39,0
38,4,217546,11,9,2,5,0,4,1,0,0,49,39,1
30,4,268731,11,9,2,3,0,4,1,0,0,44,39,1
24,4,153180,15,10,2,7,0,4,1,0,0,42,39,1
33,4,199231,9,13,2,4,0,4,1,0,0,54,39,0
51,4,162985,11,9,2,3,0,4,1,0,0,40,39,1
27,4,244401,1,7,4,8,4,2,0,0,0,40,39,1
48,2,212045,15,10,2,10,0,4,1,0,0,40,39,0
41,5,93240,9,13,2,4,0,1,1,0,2000,59,36,0
58,4,374108,15,10,0,10,4,4,0,0,0,40,39,1
55,4,35553,11,9,0,3,1,4,1,0,0,40,39,1
23,4,163808,0,6,2,8,0,4,1,3862,0,39,39,1
30,4,34057,8,11,4,8,1,4,1,0,0,41,39,1
42,4,44403,9,13,2,12,0,4,1,0,0,60,39,1
18,4,217273,0,6,4,12,3,4,0,0,0,17,39,1
41,4,200892,15,10,6,3,4,4,1,0,0,39,39,1
41,6,215176,1,7,5,8,4,4,0,0,0,30,37,1
29,4,213713,14,15,4,10,1,4,1,0,0,49,39,0
41,4,175674,15,10,2,12,0,4,1,0,0,43,39,0
22,4,145964,9,13,4,12,3,4,1,0,0,18,39,1
56,4,414994,11,9,2,3,0,4,1,0,0,40,39,1
42,4,182527,8,11,0,1,4,4,0,0,0,40,33,1
28,4,210480,7,12,4,1,1,4,0,0,0,40,39,1
44,4,325282,15,10,2,4,0,4,1,0,0,44,39,1
36,4,281418,7,12,4,1,1,2,0,0,0,41,39,1
32,4,88444,8,11,2,3,0,4,1,0,0,47,37,1
23,4,300517,11,9,4,6,4,4,1,0,0,40,39,1
29,4,99841,9,13,4,4,1,4,1,0,0,41,17,1
26,4,237921,11,9,4,11,3,4,1,0,0,40,19,1
38,6,138965,11,9,2,3,0,4,1,0,0,41,39,1
60,6,161310,11,9,6,8,1,4,0,0,0,25,31,1
46,4,191242,15,10,2,8,0,4,1,0,0,40,39,1
55,4,375109,15,10,2,12,0,4,1,0,0,54,39,0
29,4,59212,15,10,2,3,0,4,1,0,0,41,39,1
42,4,178188,7,12,2,4,0,4,1,2310,0,74,26,1
31,4,188385,11,9,2,4,0,4,1,5178,0,41,39,0
24,4,126623,15,10,4,4,3,4,0,0,0,43,15,1
21,4,127511,11,9,4,8,1,4,1,0,0,40,39,1
50,4,181748,11,9,0,1,4,4,0,0,0,40,39,1
32,2,120485,9,13,0,11,4,4,0,0,0,50,25,1
64,0,129796,11,9,6,0,1,4,0,0,0,27,39,1
29,2,167544,7,12,0,8,4,4,0,0,0,13,39,1
44,4,34226,9,13,0,10,1,4,1,0,0,45,39,1
73,0,225085,15,10,4,0,3,1,1,0,0,18,36,1
36,4,65111,11,9,2,3,0,4,1,0,0,35,39,0
40,4,45373,11,9,2,3,0,4,1,0,0,72,39,0
27,4,526111,9,13,4,1,4,2,0,0,0,41,39,1
38,4,233490,11,9,0,4,1,4,1,0,0,46,33,1
63,4,137213,8,11,2,3,0,4,1,0,0,47,39,1
22,0,312672,1,7,4,0,3,4,1,0,0,27,39,1
51,4,99222,11,9,0,14,1,4,1,0,0,43,39,1
37,4,231037,4,3,2,12,0,4,1,0,0,40,30,1
30,4,332678,15,10,4,8,1,4,0,0,0,29,39,1
29,4,159469,11,9,4,8,1,4,0,0,0,39,24,1
47,4,151315,11,9,0,6,1,4,0,0,0,46,39,1
42,4,237907,9,13,2,4,0,4,1,0,0,40,39,1
36,6,294672,9,13,2,4,5,4,0,0,0,41,39,1
24,4,194247,9,13,4,12,1,4,1,0,0,40,39,1
22,4,24003,11,9,4,1,1,4,1,0,0,40,39,1
32,6,146786,10,16,2,10,0,4,1,0,0,53,39,0
35,4,183306,9,13,2,4,0,4,1,0,0,52,39,0
38,6,247024,9,13,2,12,0,4,1,1043,0,49,39,1
51,6,141204,0,6,2,12,0,4,1,7614,0,47,39,0
28,4,157630,11,9,2,10,0,4,1,0,0,52,39,0
50,4,57852,10,16,2,10,0,4,1,0,0,55,39,0
52,4,124754,11,9,2,7,0,4,1,0,0,40,39,1
40,4,56653,11,9,2,4,0,4,1,0,0,47,39,1
22,2,223380,15,10,4,11,3,4,1,0,2000,38,39,1
43,4,221330,11,9,4,7,4,2,0,0,0,40,35,1
28,7,142604,9,13,4,10,1,4,0,4108,0,40,39,1
49,4,168196,15,10,2,3,0,4,1,0,1000,41,39,0
58,4,121111,11,9,2,12,5,4,0,0,0,40,25,1
56,4,121152,9,13,2,10,0,4,1,3103,0,39,39,0
37,1,77789,11,9,2,7,0,4,1,0,0,55,39,1
28,4,352451,5,4,5,7,4,2,0,0,0,40,39,1
20,4,445672,11,9,4,3,1,4,1,0,0,40,39,1
33,4,219123,11,9,2,3,0,4,1,0,0,44,34,1
36,4,130105,14,15,2,10,0,4,1,0,0,66,39,0
51,0,312593,11,9,2,0,0,4,1,0,2000,59,39,1
40,6,233098,8,11,2,12,0,4,1,0,0,48,39,1
50,4,165846,11,9,2,3,0,4,1,0,0,40,39,1
35,1,196399,15,10,4,1,3,4,0,0,0,33,39,1
28,0,48443,15,10,4,0,3,4,1,0,0,80,39,1
53,4,291758,9,13,2,4,0,4,1,0,0,44,39,0
34,6,246439,11,9,2,5,0,4,1,0,0,44,39,1
41,4,118980,9,13,2,4,0,4,1,0,0,42,39,0
25,4,261419,9,13,4,12,3,4,1,0,0,50,39,1
33,4,158176,11,9,4,8,1,4,0,0,0,40,39,1
22,4,148304,1,7,4,3,3,4,1,0,0,37,39,1
31,4,349072,11,9,2,3,0,4,1,0,0,33,39,1
39,4,132879,15,10,2,4,0,4,1,0,0,47,39,0
62,4,92164,0,6,2,7,0,4,1,0,0,40,39,1
49,4,168019,15,10,0,4,1,4,1,0,2000,50,39,0
40,4,362802,15,10,5,4,1,4,1,0,0,47,39,1
26,4,218206,15,10,4,12,3,4,0,0,0,28,39,1
22,4,133838,15,10,4,8,3,4,0,0,0,25,39,1
30,4,319780,12,14,2,12,0,4,1,0,0,47,15,0
27,5,374978,11,9,2,12,0,4,1,0,0,50,39,0
19,4,137529,15,10,4,12,3,4,0,0,0,23,39,1
66,6,72617,11,9,5,8,1,2,1,0,2000,34,39,1
45,0,105091,11,9,2,0,0,4,1,7452,0,39,39,0
29,4,19468,11,9,0,12,1,4,1,1584,0,42,39,1
31,4,281520,15,10,4,12,1,4,0,0,0,48,39,1
19,4,389926,11,9,4,3,1,4,1,0,0,38,39,1
23,4,32858,9,13,4,12,1,4,1,0,0,29,39,1
55,6,285044,14,15,2,10,0,0,1,0,2000,45,39,0
42,4,209646,8,11,2,4,0,4,1,7575,0,60,39,0
36,4,150330,9,13,2,10,0,4,1,0,0,40,39,0
43,4,168383,2,8,2,1,5,2,0,3193,0,40,39,0
45,4,270829,15,10,0,8,1,4,0,0,0,40,39,1
37,4,201367,15,10,5,8,4,4,0,0,0,40,39,1
26,7,81988,9,13,4,10,3,4,1,0,0,46,39,1
41,4,216846,13,1,2,5,0,4,1,0,0,41,28,1
51,6,266924,3,2,2,14,0,4,1,0,2000,27,39,1
19,4,230167,15,10,4,8,3,4,0,0,0,13,39,1
40,4,181267,15,10,2,3,0,4,1,0,0,52,39,1
24,4,241426,15,10,4,8,1,4,1,0,0,38,39,1
50,4,207876,9,13,4,3,1,4,1,99999,0,61,39,0
24,4,285415,11,9,4,4,3,4,1,0,0,40,39,1
58,4,205706,15,10,2,12,0,4,1,0,0,42,39,0
21,4,182823,9,13,4,12,3,4,1,0,0,30,39,1
45,4,289949,15,10,5,12,1,4,1,0,0,48,39,1
43,4,101303,11,9,0,12,4,4,0,0,0,40,39,1
39,4,35355,9,13,2,12,5,4,0,0,0,49,39,0
29,4,204517,0,6,4,3,1,4,1,0,0,41,39,1
30,4,148352,15,10,2,1,0,2,1,0,0,40,39,1
36,7,28917,9,13,4,1,1,4,0,4261,0,45,39,1
33,4,275757,15,10,2,12,0,4,1,0,0,40,39,1
34,0,112562,11,9,5,0,4,4,0,0,0,40,39,1
19,4,235718,1,7,4,1,4,4,0,0,0,24,39,1
34,4,121293,15,10,0,12,3,4,1,0,0,40,39,1
42,4,277626,9,13,2,10,0,4,1,0,0,40,39,0
36,7,23239,11,9,4,14,1,4,1,0,0,50,39,1
63,5,323648,9,13,2,12,0,4,1,10351,0,41,39,0
41,4,187361,15,10,2,4,0,4,1,99999,0,58,39,0
62,2,232786,1,7,2,14,0,4,1,377,0,18,39,1
44,4,37777,7,12,2,13,0,4,1,0,2000,46,39,0
34,4,226015,11,9,2,3,0,4,1,0,0,48,39,1
40,6,298503,12,14,2,10,0,4,1,0,0,33,35,1
56,1,55651,7,12,2,8,0,2,1,0,0,42,39,1
44,4,268060,15,10,0,6,2,2,1,0,0,39,39,1
42,4,105395,11,9,0,11,1,4,1,0,0,57,39,1
33,4,306227,9,13,4,4,1,1,0,3330,0,40,33,1
31,4,101291,15,10,4,8,1,4,0,0,0,40,31,1
46,5,206947,7,12,6,4,1,4,0,0,0,60,39,1
37,4,127744,11,9,2,3,0,4,1,0,0,40,39,1
40,4,170429,11,9,0,1,1,4,0,0,2000,40,39,1
50,4,81590,14,15,2,10,0,4,1,0,0,54,39,0
25,4,138533,15,10,2,6,0,4,1,0,0,36,39,1
25,4,239558,11,9,3,7,3,1,1,0,0,40,34,1
50,4,216848,11,9,4,7,1,4,1,0,0,41,39,1
45,4,138006,9,13,2,5,0,4,1,0,0,53,39,1
44,4,151086,9,13,2,10,0,4,1,0,2000,50,39,0
47,4,162728,11,9,2,3,0,4,1,0,0,52,32,0
41,4,101212,11,9,2,3,0,4,1,0,0,40,39,0
29,4,168681,11,9,5,14,3,4,1,0,0,41,39,1
22,4,374116,11,9,4,12,4,4,0,0,0,35,39,1
24,4,318949,11,9,4,8,4,4,0,0,0,40,39,1
43,4,188271,10,16,2,4,0,4,1,15024,0,53,39,0
44,7,103381,11,9,2,13,0,4,1,0,0,40,39,1
30,4,301208,15,10,4,8,3,4,0,0,0,29,39,1
19,4,311976,11,9,4,3,2,4,1,0,0,25,26,1
36,4,86143,8,11,4,3,3,1,1,0,0,40,39,1
43,6,196269,9,13,4,10,1,4,1,0,0,30,39,1
21,4,496061,15,10,4,1,3,4,1,0,0,15,32,1
54,4,286169,1,7,0,12,3,4,0,0,0,28,39,1
33,4,29848,15,10,4,1,1,4,0,0,0,39,39,1
44,4,163358,11,9,2,12,0,4,1,0,0,37,33,1
34,4,48158,2,8,2,3,5,4,0,0,0,34,39,1
28,7,41131,15,10,2,3,0,2,1,0,0,40,39,1
31,4,224182,15,10,2,3,0,4,1,0,0,40,39,0
31,2,292215,1,7,4,10,3,4,0,0,0,29,39,1
47,4,449297,11,9,2,5,0,4,1,0,0,40,39,1
44,2,260437,12,14,2,10,5,4,0,14847,0,40,39,0
24,4,185967,12,14,4,10,3,4,0,0,0,31,39,0
42,4,243556,9,13,2,10,0,4,1,0,0,37,39,0
60,4,137203,8,11,2,3,0,4,1,0,0,47,39,1
30,4,32323,8,11,2,4,5,4,0,0,0,45,39,0
38,4,153945,11,9,2,8,0,4,1,0,0,32,39,1
35,4,113133,7,12,2,12,0,4,1,0,0,41,39,0
27,4,104459,9,13,4,7,1,1,1,0,0,41,2,1
41,4,287519,15,10,2,12,0,4,1,0,0,49,39,0
41,4,93757,0,6,2,14,0,4,1,0,0,58,39,1
24,2,55882,9,13,4,10,1,4,0,0,0,40,39,1
50,2,196956,12,14,2,10,0,4,1,0,0,38,39,0
29,6,252885,11,9,2,8,5,4,0,0,2000,39,39,0
48,4,211236,12,14,2,4,0,4,1,0,2000,60,39,0
44,4,229152,9,13,2,4,0,4,1,0,2000,41,39,0
39,4,87532,11,9,2,8,2,4,0,0,0,34,39,1
33,2,42704,15,10,2,1,5,4,0,0,0,34,39,0
31,4,100338,1,7,4,7,1,4,0,0,0,35,39,1
43,7,295760,8,11,0,1,4,4,0,0,0,38,39,1
32,4,226671,11,9,4,3,1,4,1,0,0,46,34,0
19,4,228261,11,9,4,7,2,4,1,0,0,37,30,1
43,1,83565,9,13,2,1,0,4,1,0,0,39,39,0
37,4,56350,8,11,2,8,0,4,1,0,0,40,33,1
30,4,155251,9,13,4,13,1,2,0,0,0,44,39,1
49,6,103519,15,10,2,4,0,4,1,0,0,38,39,1
57,4,135339,9,13,2,4,0,1,1,0,0,40,30,0
43,4,107165,11,9,0,8,1,2,1,0,0,40,39,1
52,4,170403,9,13,2,11,0,4,1,0,0,41,39,0
41,4,282884,11,9,4,12,4,2,0,0,0,40,39,1
59,0,314586,15,10,6,0,1,4,0,0,0,17,39,1
41,4,84799,9,13,2,4,0,4,1,6601,0,40,39,0
37,4,77957,11,9,2,3,0,0,1,0,0,40,39,1
39,4,63367,11,9,2,8,0,4,1,0,0,45,30,1
40,4,56021,11,9,2,3,0,4,1,0,0,40,39,1
55,5,163225,9,13,2,4,0,4,1,0,1000,53,39,0
53,6,197066,11,9,2,3,0,4,1,0,0,33,39,1
27,4,213699,14,15,4,10,1,4,1,0,0,47,39,0
31,4,114130,11,9,4,6,2,4,1,0,0,40,39,1
35,4,272947,11,9,0,3,1,4,1,0,0,40,39,1
39,4,141748,11,9,2,14,0,4,1,0,2000,40,39,0
38,6,174289,11,9,2,3,0,4,1,0,0,40,39,1
34,4,306864,11,9,0,3,4,4,1,0,0,38,39,1
48,4,138930,9,13,2,12,0,4,1,0,0,56,39,1
23,4,189886,8,11,4,4,3,4,0,0,0,46,39,1
28,4,309067,8,11,4,10,1,4,1,0,0,40,39,1
49,1,168598,11,9,2,1,5,2,0,0,0,40,39,0
52,4,198555,12,14,6,1,4,4,0,0,0,38,39,1
43,4,155463,7,12,6,13,4,4,0,0,0,27,39,1
39,4,359403,9,13,0,8,4,1,0,0,0,40,30,1
38,6,199753,9,13,2,8,0,4,1,0,0,60,39,1
25,4,410285,11,9,4,3,3,4,1,0,0,40,39,1
33,4,344709,9,13,2,4,0,4,1,4040,0,50,33,0
64,4,119505,11,9,0,8,1,4,0,0,0,15,39,1
36,4,173332,11,9,2,3,0,4,1,0,0,46,39,1
52,4,70652,11,9,2,7,0,4,1,0,0,59,39,1
28,4,181796,9,13,4,8,1,4,0,0,0,46,39,1
34,4,393709,8,11,0,10,4,4,0,0,0,39,39,1
41,4,135241,9,13,0,10,4,4,0,1091,0,46,11,1
21,4,178317,15,10,4,1,3,4,0,0,0,29,39,1
37,2,139364,9,13,2,10,0,4,1,0,0,39,39,0
52,4,189728,11,9,5,9,1,4,0,0,0,46,39,1
37,4,193940,11,9,4,14,1,4,1,0,0,41,39,1
37,4,112995,11,9,4,14,3,4,1,0,0,40,39,1
35,4,176773,2,8,2,8,0,2,1,0,0,40,39,1
41,4,286831,11,9,0,4,1,4,0,2583,0,42,39,1
23,4,146964,11,9,4,8,1,4,1,0,2000,40,39,1
36,4,196375,11,9,2,3,0,4,1,0,0,40,39,0
38,4,21025,11,9,2,3,0,4,1,15024,0,44,39,0
38,4,184658,11,9,2,7,0,4,1,0,0,40,39,1
45,4,169541,11,9,2,3,0,4,1,0,0,41,39,0
45,4,85422,11,9,2,1,0,4,1,0,0,44,39,1
33,4,93057,5,4,0,6,3,4,1,0,0,40,39,1
36,4,186519,11,9,2,3,0,4,1,0,0,57,37,1
50,1,139419,7,12,0,1,1,2,0,0,2000,40,39,1
19,6,36076,15,10,4,3,3,4,1,0,0,14,39,1
32,4,164546,15,10,2,3,0,4,1,0,0,40,39,1
19,4,391409,15,10,4,1,1,4,0,0,0,28,39,1
60,4,194805,13,1,5,14,1,2,1,13925,0,40,39,0
41,2,38871,11,9,2,4,0,4,1,0,0,49,39,1
21,4,222468,15,10,4,12,3,4,0,0,0,20,39,1
